dimension_id,domain_id,axis_code,applicability,applicability_reason,allowed_values_json,sort_order
DOM-10-DIM-09,DOM-10,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-10-DIM-10,DOM-10,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개별 예약"",""패키지 선결제"",""포인트·마일리지"",""현지 결제""]",10
DOM-10-DIM-11,DOM-10,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-10-DIM-12,DOM-10,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-10-DIM-13,DOM-10,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""일상 탈출"",""관계 강화"",""문화 탐색"",""휴식""]",13
DOM-10-DIM-14,DOM-10,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""비용"",""일정 조율"",""안전·건강"",""예약 신뢰""]",14
DOM-10-DIM-15,DOM-10,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-10-DIM-16,DOM-10,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-11-DIM-01,DOM-11,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""걷기·러닝"",""구기·라켓"",""등산·캠핑"",""피트니스""]",1
DOM-11-DIM-02,DOM-11,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인 운동"",""클래스"",""동호회"",""경기 관람""]",2
DOM-11-DIM-03,DOM-11,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""출근 전후"",""주말 야외"",""친교 모임"",""대회 준비""]",3
DOM-11-DIM-04,DOM-11,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-11-DIM-05,DOM-11,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-11-DIM-06,DOM-11,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-11-DIM-07,DOM-11,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-11-DIM-08,DOM-11,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""건강 유지"",""기록 향상"",""사회 운동"",""관전·응원""]",8
DOM-11-DIM-09,DOM-11,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-11-DIM-10,DOM-11,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무료 공공시설"",""월회비"",""장비 구매"",""대회·레슨비""]",10
DOM-11-DIM-11,DOM-11,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-11-DIM-12,DOM-11,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-11-DIM-13,DOM-11,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""건강"",""성취"",""사회적 연결"",""야외 회복""]",13
DOM-11-DIM-14,DOM-11,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""부상 위험"",""시간 부족"",""장비 비용"",""날씨·접근성""]",14
DOM-11-DIM-15,DOM-11,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-11-DIM-16,DOM-11,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-12-DIM-01,DOM-12,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""미술·공예"",""사진·영상"",""악기·공연"",""메이커·DIY""]",1
DOM-12-DIM-02,DOM-12,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""독학"",""온라인 강좌"",""오프라인 공방"",""프로젝트·전시""]",2
DOM-12-DIM-03,DOM-12,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""저녁 여가"",""주말 몰입"",""선물 제작"",""커뮤니티 행사""]",3
DOM-12-DIM-04,DOM-12,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-12-DIM-05,DOM-12,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-12-DIM-06,DOM-12,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-12-DIM-07,DOM-12,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-12-DIM-08,DOM-12,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인 창작"",""공동 제작"",""학습"",""판매·공유""]",8
DOM-12-DIM-09,DOM-12,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-12-DIM-10,DOM-12,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무료 자료"",""재료 구매"",""수강료"",""작품 판매 재투자""]",10
DOM-12-DIM-11,DOM-12,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-12-DIM-12,DOM-12,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-12-DIM-13,DOM-12,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""자기표현"",""숙련"",""몰입·회복"",""사회적 인정""]",13
DOM-12-DIM-14,DOM-12,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""시간 부족"",""재료 비용"",""실력 불안"",""공간 부족""]",14
DOM-12-DIM-15,DOM-12,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-12-DIM-16,DOM-12,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-13-DIM-01,DOM-13,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""사료·간식"",""건강·의료"",""미용·돌봄"",""놀이·동반여행""]",1
DOM-13-DIM-02,DOM-13,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""일상 양육"",""정기 관리"",""전문 서비스"",""커뮤니티 정보""]",2
DOM-13-DIM-03,DOM-13,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""매일 돌봄"",""건강 이상"",""외출·여행"",""생애주기 변화""]",3
DOM-13-DIM-04,DOM-13,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-13-DIM-05,DOM-13,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-13-DIM-06,DOM-13,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-13-DIM-07,DOM-13,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-13-DIM-08,DOM-13,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가족 공동 돌봄"",""주양육자 중심"",""전문가 위탁"",""정보 공유""]",8
DOM-13-DIM-09,DOM-13,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-13-DIM-10,DOM-13,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""일상 구매"",""정기배송"",""보험·적립"",""고액 진료""]",10
DOM-13-DIM-11,DOM-13,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-13-DIM-12,DOM-13,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-13-DIM-13,DOM-13,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""동반자 관계"",""건강 보호"",""양육 편의"",""즐거운 활동""]",13
DOM-13-DIM-14,DOM-13,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""진료비 부담"",""품질 신뢰"",""돌봄 공백"",""이동 제약""]",14
DOM-13-DIM-15,DOM-13,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-13-DIM-16,DOM-13,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-14-DIM-01,DOM-14,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""이사"",""청소·정리"",""수리·설비"",""인테리어·가구""]",1
DOM-14-DIM-02,DOM-14,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 수행"",""단건 전문가"",""정기 서비스"",""통합 공사""]",2
DOM-14-DIM-03,DOM-14,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""입주·이사"",""고장 발생"",""계절 관리"",""가족 변화""]",3
DOM-14-DIM-04,DOM-14,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-14-DIM-05,DOM-14,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-14-DIM-06,DOM-14,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-14-DIM-07,DOM-14,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-14-DIM-08,DOM-14,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""견적 비교"",""신뢰업체 반복"",""플랫폼 중개"",""지인 추천""]",8
DOM-14-DIM-09,DOM-14,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-14-DIM-10,DOM-14,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""건별 결제"",""계약금·잔금"",""정기 결제"",""보험·보증 연계""]",10
DOM-14-DIM-11,DOM-14,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-14-DIM-12,DOM-14,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-14-DIM-13,DOM-14,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""안전"",""편의"",""공간 개선"",""자산 가치""]",13
DOM-14-DIM-14,DOM-14,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""업체 신뢰"",""가격 불투명"",""공사 지연"",""개인정보·출입 우려""]",14
DOM-14-DIM-15,DOM-14,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-14-DIM-16,DOM-14,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-15-DIM-01,DOM-15,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""대중교통"",""승용차"",""택시·호출"",""자전거·퍼스널모빌리티""]",1
DOM-15-DIM-02,DOM-15,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""일상 통근"",""단거리 이동"",""장거리 운전"",""공유·대여""]",2
DOM-15-DIM-03,DOM-15,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""출퇴근"",""장보기·돌봄"",""주말 이동"",""여행""]",3
DOM-15-DIM-04,DOM-15,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-15-DIM-05,DOM-15,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-15-DIM-06,DOM-15,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-15-DIM-07,DOM-15,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-15-DIM-08,DOM-15,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 운전"",""환승"",""호출"",""공유""]",8
DOM-15-DIM-09,DOM-15,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-15-DIM-10,DOM-15,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""교통카드"",""유류·충전"",""월 구독·리스"",""건별 호출""]",10
DOM-15-DIM-11,DOM-15,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-15-DIM-12,DOM-15,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-15-DIM-13,DOM-15,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""시간 절약"",""비용 절감"",""접근성"",""친환경""]",13
DOM-15-DIM-14,DOM-15,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""교통비"",""안전"",""주차·충전"",""배차·환승 불확실""]",14
DOM-15-DIM-15,DOM-15,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-15-DIM-16,DOM-15,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-16-DIM-01,DOM-16,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""학교교육"",""직무·자격 학습"",""언어 학습"",""취미·교양 학습""]",1
DOM-16-DIM-02,DOM-16,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""교실 수업"",""온라인 강의"",""개별 지도"",""자율 학습""]",2
DOM-16-DIM-03,DOM-16,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""정규 학기"",""시험 준비"",""전직 준비"",""방학·여가""]",3
DOM-16-DIM-04,DOM-16,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-16-DIM-05,DOM-16,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-16-DIM-06,DOM-16,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-16-DIM-07,DOM-16,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-16-DIM-08,DOM-16,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""학습자 주도"",""교사 지도"",""부모 지원"",""동료 학습""]",8
DOM-16-DIM-09,DOM-16,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-16-DIM-10,DOM-16,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""공교육·무료"",""월 수강료"",""단과 구매"",""기업·정부 지원""]",10
DOM-16-DIM-11,DOM-16,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-16-DIM-12,DOM-16,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-16-DIM-13,DOM-16,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""성취"",""진학·경력"",""자기효능"",""사회 참여""]",13
DOM-16-DIM-14,DOM-16,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""비용"",""시간"",""학습 품질"",""중도 이탈""]",14
DOM-16-DIM-15,DOM-16,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-16-DIM-16,DOM-16,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-17-DIM-01,DOM-17,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""보육"",""생활 돌봄"",""놀이·발달"",""교육 의사결정""]",1
DOM-17-DIM-02,DOM-17,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정 돌봄"",""공공기관"",""민간 서비스"",""가족 분담""]",2
DOM-17-DIM-03,DOM-17,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""평일 일과"",""등하원"",""방학"",""긴급 돌봄""]",3
DOM-17-DIM-04,DOM-17,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-17-DIM-05,DOM-17,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-17-DIM-06,DOM-17,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-17-DIM-07,DOM-17,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-17-DIM-08,DOM-17,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""보호자 직접"",""기관 위탁"",""가족 지원"",""공동육아""]",8
DOM-17-DIM-09,DOM-17,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-17-DIM-10,DOM-17,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""공공 지원"",""월 이용료"",""건별 돌봄"",""교육·용품 구매""]",10
DOM-17-DIM-11,DOM-17,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-17-DIM-12,DOM-17,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-17-DIM-13,DOM-17,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""안전"",""발달 지원"",""일·가정 양립"",""부모 부담 완화""]",13
DOM-17-DIM-14,DOM-17,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""안전 신뢰"",""비용"",""대기·공급 부족"",""정보 비대칭""]",14
DOM-17-DIM-15,DOM-17,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-17-DIM-16,DOM-17,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-18-DIM-01,DOM-18,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""예방 건강"",""만성 관리"",""정신 웰니스"",""가족 돌봄""]",1
DOM-18-DIM-02,DOM-18,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""자가 관리"",""의료기관"",""디지털 모니터링"",""방문·재가 돌봄""]",2
DOM-18-DIM-03,DOM-18,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""정기 관리"",""증상 발생"",""회복기"",""돌봄 공백""]",3
DOM-18-DIM-04,DOM-18,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-18-DIM-05,DOM-18,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-18-DIM-06,DOM-18,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-18-DIM-07,DOM-18,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-18-DIM-08,DOM-18,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인 결정"",""가족 공동결정"",""전문가 지도"",""보호자 대리""]",8
DOM-18-DIM-09,DOM-18,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-18-DIM-10,DOM-18,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""건강보험"",""본인부담"",""민간보험"",""구독·프로그램""]",10
DOM-18-DIM-11,DOM-18,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-18-DIM-12,DOM-18,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-18-DIM-13,DOM-18,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""예방"",""증상 완화"",""자립 유지"",""돌봄 부담 완화""]",13
DOM-18-DIM-14,DOM-18,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""의료정보 신뢰"",""비용"",""접근성"",""민감정보 우려""]",14
DOM-18-DIM-15,DOM-18,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-18-DIM-16,DOM-18,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-19-DIM-01,DOM-19,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""저축·예금"",""투자"",""신용·대출"",""보험·보장""]",1
DOM-19-DIM-02,DOM-19,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""정기 관리"",""목표 기반"",""상담"",""자동화""]",2
DOM-19-DIM-03,DOM-19,occasion,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""급여일"",""목돈 계획"",""위험 사건"",""생애 전환""]",3
DOM-19-DIM-04,DOM-19,location,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",4
DOM-19-DIM-05,DOM-19,frequency_intensity,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",5
DOM-19-DIM-06,DOM-19,discovery,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",6
DOM-19-DIM-07,DOM-19,acquisition_access,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",7
DOM-19-DIM-08,DOM-19,consumption_mode,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인 결정"",""가구 공동결정"",""전문가 자문"",""디지털 자기관리""]",8
DOM-19-DIM-09,DOM-19,device_channel_platform,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",9
DOM-19-DIM-10,DOM-19,payment_monetization,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""수수료 없음"",""정액 수수료"",""거래 수수료"",""보험료·이자""]",10
DOM-19-DIM-11,DOM-19,decision_unit,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",11
DOM-19-DIM-12,DOM-19,engagement_participation,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",12
DOM-19-DIM-13,DOM-19,motivation_job,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""안전성"",""수익 추구"",""현금흐름 관리"",""위험 보호""]",13
DOM-19-DIM-14,DOM-19,barrier_risk_trust,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""손실 위험"",""복잡성"",""기관 신뢰"",""개인정보 우려""]",14
DOM-19-DIM-15,DOM-19,loyalty_switching,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",15
DOM-19-DIM-16,DOM-19,spending_value,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",16
DOM-20-DIM-01,DOM-20,object,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""노후소득"",""건강·요양"",""주거 전환"",""사회 참여""]",1
DOM-20-DIM-02,DOM-20,format,applicable,핵심 소비·사용 여정을 구성하는 공통축,"[""자가 계획"",""가족 협의"",""전문 상담"",""지역 서비스""]",2
