domain_feature_id,domain_id,dimension_id,feature_code,label_ko,data_type,allowed_values_json,observable_status,targetability_class,queryable
DOM-07-FEAT-05,DOM-07,DOM-07-DIM-05,dining_delivery_cafe.frequency_intensity,외식·배달·카페 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-06,DOM-07,DOM-07-DIM-06,dining_delivery_cafe.discovery,외식·배달·카페 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-07,DOM-07,DOM-07-DIM-07,dining_delivery_cafe.acquisition_access,외식·배달·카페 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-08,DOM-07,DOM-07-DIM-08,dining_delivery_cafe.consumption_mode,외식·배달·카페 consumption_mode,category,"[""빠른 해결"",""탐색 방문"",""반복 주문"",""후기·공유""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-09,DOM-07,DOM-07-DIM-09,dining_delivery_cafe.device_channel_platform,외식·배달·카페 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-10,DOM-07,DOM-07-DIM-10,dining_delivery_cafe.payment_monetization,외식·배달·카페 payment_monetization,category,"[""현장 결제"",""앱 결제"",""쿠폰·멤버십"",""단체 정산""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-11,DOM-07,DOM-07-DIM-11,dining_delivery_cafe.decision_unit,외식·배달·카페 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-12,DOM-07,DOM-07-DIM-12,dining_delivery_cafe.engagement_participation,외식·배달·카페 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-13,DOM-07,DOM-07-DIM-13,dining_delivery_cafe.motivation_job,외식·배달·카페 motivation_job,category,"[""편의"",""맛 탐색"",""사회적 교류"",""보상·기분전환""]",inferred_hypothesis,contextual_only,true
DOM-07-FEAT-14,DOM-07,DOM-07-DIM-14,dining_delivery_cafe.barrier_risk_trust,외식·배달·카페 barrier_risk_trust,category,"[""배달비·가격"",""위생 신뢰"",""대기 시간"",""후기 조작 우려""]",inferred_hypothesis,contextual_only,true
DOM-07-FEAT-15,DOM-07,DOM-07-DIM-15,dining_delivery_cafe.loyalty_switching,외식·배달·카페 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-16,DOM-07,DOM-07-DIM-16,dining_delivery_cafe.spending_value,외식·배달·카페 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-07-FEAT-17,DOM-07,,dining_delivery_cafe.recency,외식·배달·카페 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-07-FEAT-18,DOM-07,,dining_delivery_cafe.lifecycle_stage,외식·배달·카페 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-07-FEAT-19,DOM-07,,dining_delivery_cafe.need_state,외식·배달·카페 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-07-FEAT-20,DOM-07,,dining_delivery_cafe.evidence_strength,외식·배달·카페 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-08-FEAT-01,DOM-08,DOM-08-DIM-01,fashion_resale.object,패션·리셀 object,category,"[""일상 의류"",""스포츠·아웃도어웨어"",""명품·디자이너"",""리셀·빈티지""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-02,DOM-08,DOM-08-DIM-02,fashion_resale.format,패션·리셀 format,category,"[""매장 구매"",""온라인몰"",""라이브커머스"",""중고 거래""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-03,DOM-08,DOM-08-DIM-03,fashion_resale.occasion,패션·리셀 occasion,category,"[""계절 교체"",""출근·행사"",""여행"",""취향 컬렉션""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-04,DOM-08,DOM-08-DIM-04,fashion_resale.location,패션·리셀 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-05,DOM-08,DOM-08-DIM-05,fashion_resale.frequency_intensity,패션·리셀 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-06,DOM-08,DOM-08-DIM-06,fashion_resale.discovery,패션·리셀 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-07,DOM-08,DOM-08-DIM-07,fashion_resale.acquisition_access,패션·리셀 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-08,DOM-08,DOM-08-DIM-08,fashion_resale.consumption_mode,패션·리셀 consumption_mode,category,"[""목적 구매"",""탐색 쇼핑"",""코디 공유"",""재판매""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-09,DOM-08,DOM-08-DIM-09,fashion_resale.device_channel_platform,패션·리셀 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-10,DOM-08,DOM-08-DIM-10,fashion_resale.payment_monetization,패션·리셀 payment_monetization,category,"[""정가"",""할인·쿠폰"",""할부"",""판매대금 상계""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-11,DOM-08,DOM-08-DIM-11,fashion_resale.decision_unit,패션·리셀 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-12,DOM-08,DOM-08-DIM-12,fashion_resale.engagement_participation,패션·리셀 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-13,DOM-08,DOM-08-DIM-13,fashion_resale.motivation_job,패션·리셀 motivation_job,category,"[""자기표현"",""기능성"",""희소성"",""가치 소비""]",inferred_hypothesis,contextual_only,true
DOM-08-FEAT-14,DOM-08,DOM-08-DIM-14,fashion_resale.barrier_risk_trust,패션·리셀 barrier_risk_trust,category,"[""사이즈 불확실"",""정품 신뢰"",""반품 번거로움"",""충동구매""]",inferred_hypothesis,contextual_only,true
DOM-08-FEAT-15,DOM-08,DOM-08-DIM-15,fashion_resale.loyalty_switching,패션·리셀 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-16,DOM-08,DOM-08-DIM-16,fashion_resale.spending_value,패션·리셀 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-08-FEAT-17,DOM-08,,fashion_resale.recency,패션·리셀 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-08-FEAT-18,DOM-08,,fashion_resale.lifecycle_stage,패션·리셀 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-08-FEAT-19,DOM-08,,fashion_resale.need_state,패션·리셀 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-08-FEAT-20,DOM-08,,fashion_resale.evidence_strength,패션·리셀 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-09-FEAT-01,DOM-09,DOM-09-DIM-01,beauty_personal_care.object,뷰티·개인관리 object,category,"[""스킨케어"",""메이크업"",""헤어·바디"",""미용 서비스""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-02,DOM-09,DOM-09-DIM-02,beauty_personal_care.format,뷰티·개인관리 format,category,"[""데일리 루틴"",""집중 케어"",""매장 시술"",""샘플·체험""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-03,DOM-09,DOM-09-DIM-03,beauty_personal_care.occasion,뷰티·개인관리 occasion,category,"[""아침 준비"",""저녁 관리"",""계절 변화"",""행사 전""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-04,DOM-09,DOM-09-DIM-04,beauty_personal_care.location,뷰티·개인관리 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-05,DOM-09,DOM-09-DIM-05,beauty_personal_care.frequency_intensity,뷰티·개인관리 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-06,DOM-09,DOM-09-DIM-06,beauty_personal_care.discovery,뷰티·개인관리 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-07,DOM-09,DOM-09-DIM-07,beauty_personal_care.acquisition_access,뷰티·개인관리 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-08,DOM-09,DOM-09-DIM-08,beauty_personal_care.consumption_mode,뷰티·개인관리 consumption_mode,category,"[""셀프케어"",""전문가 상담"",""리뷰 탐색"",""루틴 공유""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-09,DOM-09,DOM-09-DIM-09,beauty_personal_care.device_channel_platform,뷰티·개인관리 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-10,DOM-09,DOM-09-DIM-10,beauty_personal_care.payment_monetization,뷰티·개인관리 payment_monetization,category,"[""단품 구매"",""정기 구매"",""시술 패키지"",""샘플·증정""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-11,DOM-09,DOM-09-DIM-11,beauty_personal_care.decision_unit,뷰티·개인관리 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-12,DOM-09,DOM-09-DIM-12,beauty_personal_care.engagement_participation,뷰티·개인관리 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-13,DOM-09,DOM-09-DIM-13,beauty_personal_care.motivation_job,뷰티·개인관리 motivation_job,category,"[""건강한 외관"",""자기표현"",""문제 해결"",""휴식·돌봄""]",inferred_hypothesis,contextual_only,true
DOM-09-FEAT-14,DOM-09,DOM-09-DIM-14,beauty_personal_care.barrier_risk_trust,뷰티·개인관리 barrier_risk_trust,category,"[""효능 불확실"",""성분 우려"",""피부 부작용"",""과장 광고""]",inferred_hypothesis,contextual_only,true
DOM-09-FEAT-15,DOM-09,DOM-09-DIM-15,beauty_personal_care.loyalty_switching,뷰티·개인관리 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-16,DOM-09,DOM-09-DIM-16,beauty_personal_care.spending_value,뷰티·개인관리 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-09-FEAT-17,DOM-09,,beauty_personal_care.recency,뷰티·개인관리 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-09-FEAT-18,DOM-09,,beauty_personal_care.lifecycle_stage,뷰티·개인관리 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-09-FEAT-19,DOM-09,,beauty_personal_care.need_state,뷰티·개인관리 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-09-FEAT-20,DOM-09,,beauty_personal_care.evidence_strength,뷰티·개인관리 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-10-FEAT-01,DOM-10,DOM-10-DIM-01,travel_hospitality.object,여행·숙박 object,category,"[""국내 단기여행"",""해외여행"",""호캉스·휴양"",""캠핑·체류""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-02,DOM-10,DOM-10-DIM-02,travel_hospitality.format,여행·숙박 format,category,"[""자유여행"",""패키지"",""당일치기"",""장기 체류""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-03,DOM-10,DOM-10-DIM-03,travel_hospitality.occasion,여행·숙박 occasion,category,"[""연휴"",""가족 휴가"",""기념일"",""업무 연계""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-04,DOM-10,DOM-10-DIM-04,travel_hospitality.location,여행·숙박 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-05,DOM-10,DOM-10-DIM-05,travel_hospitality.frequency_intensity,여행·숙박 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-06,DOM-10,DOM-10-DIM-06,travel_hospitality.discovery,여행·숙박 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-07,DOM-10,DOM-10-DIM-07,travel_hospitality.acquisition_access,여행·숙박 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-08,DOM-10,DOM-10-DIM-08,travel_hospitality.consumption_mode,여행·숙박 consumption_mode,category,"[""계획형"",""즉흥형"",""현지 몰입"",""안전·편의형""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-09,DOM-10,DOM-10-DIM-09,travel_hospitality.device_channel_platform,여행·숙박 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-10,DOM-10,DOM-10-DIM-10,travel_hospitality.payment_monetization,여행·숙박 payment_monetization,category,"[""개별 예약"",""패키지 선결제"",""포인트·마일리지"",""현지 결제""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-11,DOM-10,DOM-10-DIM-11,travel_hospitality.decision_unit,여행·숙박 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-12,DOM-10,DOM-10-DIM-12,travel_hospitality.engagement_participation,여행·숙박 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-13,DOM-10,DOM-10-DIM-13,travel_hospitality.motivation_job,여행·숙박 motivation_job,category,"[""일상 탈출"",""관계 강화"",""문화 탐색"",""휴식""]",inferred_hypothesis,contextual_only,true
DOM-10-FEAT-14,DOM-10,DOM-10-DIM-14,travel_hospitality.barrier_risk_trust,여행·숙박 barrier_risk_trust,category,"[""비용"",""일정 조율"",""안전·건강"",""예약 신뢰""]",inferred_hypothesis,contextual_only,true
DOM-10-FEAT-15,DOM-10,DOM-10-DIM-15,travel_hospitality.loyalty_switching,여행·숙박 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-16,DOM-10,DOM-10-DIM-16,travel_hospitality.spending_value,여행·숙박 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-10-FEAT-17,DOM-10,,travel_hospitality.recency,여행·숙박 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-10-FEAT-18,DOM-10,,travel_hospitality.lifecycle_stage,여행·숙박 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-10-FEAT-19,DOM-10,,travel_hospitality.need_state,여행·숙박 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-10-FEAT-20,DOM-10,,travel_hospitality.evidence_strength,여행·숙박 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-11-FEAT-01,DOM-11,DOM-11-DIM-01,sports_outdoor.object,스포츠·아웃도어 object,category,"[""걷기·러닝"",""구기·라켓"",""등산·캠핑"",""피트니스""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-02,DOM-11,DOM-11-DIM-02,sports_outdoor.format,스포츠·아웃도어 format,category,"[""개인 운동"",""클래스"",""동호회"",""경기 관람""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-03,DOM-11,DOM-11-DIM-03,sports_outdoor.occasion,스포츠·아웃도어 occasion,category,"[""출근 전후"",""주말 야외"",""친교 모임"",""대회 준비""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-04,DOM-11,DOM-11-DIM-04,sports_outdoor.location,스포츠·아웃도어 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-05,DOM-11,DOM-11-DIM-05,sports_outdoor.frequency_intensity,스포츠·아웃도어 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-06,DOM-11,DOM-11-DIM-06,sports_outdoor.discovery,스포츠·아웃도어 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-07,DOM-11,DOM-11-DIM-07,sports_outdoor.acquisition_access,스포츠·아웃도어 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-08,DOM-11,DOM-11-DIM-08,sports_outdoor.consumption_mode,스포츠·아웃도어 consumption_mode,category,"[""건강 유지"",""기록 향상"",""사회 운동"",""관전·응원""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-09,DOM-11,DOM-11-DIM-09,sports_outdoor.device_channel_platform,스포츠·아웃도어 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-10,DOM-11,DOM-11-DIM-10,sports_outdoor.payment_monetization,스포츠·아웃도어 payment_monetization,category,"[""무료 공공시설"",""월회비"",""장비 구매"",""대회·레슨비""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-11,DOM-11,DOM-11-DIM-11,sports_outdoor.decision_unit,스포츠·아웃도어 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-12,DOM-11,DOM-11-DIM-12,sports_outdoor.engagement_participation,스포츠·아웃도어 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-13,DOM-11,DOM-11-DIM-13,sports_outdoor.motivation_job,스포츠·아웃도어 motivation_job,category,"[""건강"",""성취"",""사회적 연결"",""야외 회복""]",inferred_hypothesis,contextual_only,true
DOM-11-FEAT-14,DOM-11,DOM-11-DIM-14,sports_outdoor.barrier_risk_trust,스포츠·아웃도어 barrier_risk_trust,category,"[""부상 위험"",""시간 부족"",""장비 비용"",""날씨·접근성""]",inferred_hypothesis,contextual_only,true
DOM-11-FEAT-15,DOM-11,DOM-11-DIM-15,sports_outdoor.loyalty_switching,스포츠·아웃도어 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-16,DOM-11,DOM-11-DIM-16,sports_outdoor.spending_value,스포츠·아웃도어 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-11-FEAT-17,DOM-11,,sports_outdoor.recency,스포츠·아웃도어 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-11-FEAT-18,DOM-11,,sports_outdoor.lifecycle_stage,스포츠·아웃도어 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-11-FEAT-19,DOM-11,,sports_outdoor.need_state,스포츠·아웃도어 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-11-FEAT-20,DOM-11,,sports_outdoor.evidence_strength,스포츠·아웃도어 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-12-FEAT-01,DOM-12,DOM-12-DIM-01,hobbies_creation.object,취미·창작 object,category,"[""미술·공예"",""사진·영상"",""악기·공연"",""메이커·DIY""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-02,DOM-12,DOM-12-DIM-02,hobbies_creation.format,취미·창작 format,category,"[""독학"",""온라인 강좌"",""오프라인 공방"",""프로젝트·전시""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-03,DOM-12,DOM-12-DIM-03,hobbies_creation.occasion,취미·창작 occasion,category,"[""저녁 여가"",""주말 몰입"",""선물 제작"",""커뮤니티 행사""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-04,DOM-12,DOM-12-DIM-04,hobbies_creation.location,취미·창작 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-05,DOM-12,DOM-12-DIM-05,hobbies_creation.frequency_intensity,취미·창작 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-06,DOM-12,DOM-12-DIM-06,hobbies_creation.discovery,취미·창작 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-07,DOM-12,DOM-12-DIM-07,hobbies_creation.acquisition_access,취미·창작 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-08,DOM-12,DOM-12-DIM-08,hobbies_creation.consumption_mode,취미·창작 consumption_mode,category,"[""개인 창작"",""공동 제작"",""학습"",""판매·공유""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-09,DOM-12,DOM-12-DIM-09,hobbies_creation.device_channel_platform,취미·창작 device_channel_platform,category,"[""모바일"",""PC·웹"",""오프라인 매장·시설"",""전문가·중개 채널""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-10,DOM-12,DOM-12-DIM-10,hobbies_creation.payment_monetization,취미·창작 payment_monetization,category,"[""무료 자료"",""재료 구매"",""수강료"",""작품 판매 재투자""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-11,DOM-12,DOM-12-DIM-11,hobbies_creation.decision_unit,취미·창작 decision_unit,category,"[""개인"",""가구 공동"",""보호자·가족"",""조직·사업체""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-12,DOM-12,DOM-12-DIM-12,hobbies_creation.engagement_participation,취미·창작 engagement_participation,category,"[""열람·이용"",""저장·반복"",""평가·공유"",""제작·참여""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-13,DOM-12,DOM-12-DIM-13,hobbies_creation.motivation_job,취미·창작 motivation_job,category,"[""자기표현"",""숙련"",""몰입·회복"",""사회적 인정""]",inferred_hypothesis,contextual_only,true
DOM-12-FEAT-14,DOM-12,DOM-12-DIM-14,hobbies_creation.barrier_risk_trust,취미·창작 barrier_risk_trust,category,"[""시간 부족"",""재료 비용"",""실력 불안"",""공간 부족""]",inferred_hypothesis,contextual_only,true
DOM-12-FEAT-15,DOM-12,DOM-12-DIM-15,hobbies_creation.loyalty_switching,취미·창작 loyalty_switching,category,"[""단일 선호"",""복수 병행"",""가격·혜택 전환"",""휴면·이탈""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-16,DOM-12,DOM-12-DIM-16,hobbies_creation.spending_value,취미·창작 spending_value,category,"[""무지출"",""저가·가성비"",""중간 지출"",""프리미엄·고액""]",observable_or_declared,proxy_targetable,true
DOM-12-FEAT-17,DOM-12,,hobbies_creation.recency,취미·창작 최근 이용 시점,category,"[""7일 이내"",""30일 이내"",""12개월 이내"",""12개월 초과""]",derived,contextual_only,true
DOM-12-FEAT-18,DOM-12,,hobbies_creation.lifecycle_stage,취미·창작 도메인 생애주기,category,"[""잠재"",""신규"",""활성"",""휴면·이탈""]",derived,contextual_only,true
DOM-12-FEAT-19,DOM-12,,hobbies_creation.need_state,취미·창작 미충족 필요 상태,category,"[""충족"",""부분 충족"",""대안 탐색"",""접근 불가""]",derived,contextual_only,true
DOM-12-FEAT-20,DOM-12,,hobbies_creation.evidence_strength,취미·창작 근거 강도,category,"[""직접 관측"",""공식 사전분포"",""합성 프록시"",""탐색적 가설""]",derived,contextual_only,true
DOM-13-FEAT-01,DOM-13,DOM-13-DIM-01,pets.object,반려동물 object,category,"[""사료·간식"",""건강·의료"",""미용·돌봄"",""놀이·동반여행""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-02,DOM-13,DOM-13-DIM-02,pets.format,반려동물 format,category,"[""일상 양육"",""정기 관리"",""전문 서비스"",""커뮤니티 정보""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-03,DOM-13,DOM-13-DIM-03,pets.occasion,반려동물 occasion,category,"[""매일 돌봄"",""건강 이상"",""외출·여행"",""생애주기 변화""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-04,DOM-13,DOM-13-DIM-04,pets.location,반려동물 location,category,"[""가정"",""직장·학교"",""이동 중"",""상업·공공 장소""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-05,DOM-13,DOM-13-DIM-05,pets.frequency_intensity,반려동물 frequency_intensity,category,"[""거의 매일"",""주 1–4회"",""월 1–3회"",""비정기·휴면""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-06,DOM-13,DOM-13-DIM-06,pets.discovery,반려동물 discovery,category,"[""직접 검색"",""알고리즘 추천"",""지인·커뮤니티"",""오프라인 노출""]",observable_or_declared,proxy_targetable,true
DOM-13-FEAT-07,DOM-13,DOM-13-DIM-07,pets.acquisition_access,반려동물 acquisition_access,category,"[""직접 보유·구매"",""구독·회원권"",""플랫폼 중개"",""공공·공유 접근""]",observable_or_declared,proxy_targetable,true
