behavior_template_id,domain_id,behavior_code,name_ko,definition,rule_json,targetability_class,evidence_status
DOM-09-BEH-09,DOM-09,beauty_personal_care.behavior_09,뷰티·개인관리 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""beauty_personal_care.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-09-BEH-10,DOM-09,beauty_personal_care.behavior_10,뷰티·개인관리 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""beauty_personal_care.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-10-BEH-01,DOM-10,travel_hospitality.behavior_01,여행·숙박 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-02,DOM-10,travel_hospitality.behavior_02,여행·숙박 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-03,DOM-10,travel_hospitality.behavior_03,여행·숙박 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-04,DOM-10,travel_hospitality.behavior_04,여행·숙박 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-05,DOM-10,travel_hospitality.behavior_05,여행·숙박 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-06,DOM-10,travel_hospitality.behavior_06,여행·숙박 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-07,DOM-10,travel_hospitality.behavior_07,여행·숙박 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-08,DOM-10,travel_hospitality.behavior_08,여행·숙박 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-09,DOM-10,travel_hospitality.behavior_09,여행·숙박 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-10-BEH-10,DOM-10,travel_hospitality.behavior_10,여행·숙박 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""travel_hospitality.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-11-BEH-01,DOM-11,sports_outdoor.behavior_01,스포츠·아웃도어 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-02,DOM-11,sports_outdoor.behavior_02,스포츠·아웃도어 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-03,DOM-11,sports_outdoor.behavior_03,스포츠·아웃도어 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-04,DOM-11,sports_outdoor.behavior_04,스포츠·아웃도어 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-05,DOM-11,sports_outdoor.behavior_05,스포츠·아웃도어 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-06,DOM-11,sports_outdoor.behavior_06,스포츠·아웃도어 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-07,DOM-11,sports_outdoor.behavior_07,스포츠·아웃도어 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-08,DOM-11,sports_outdoor.behavior_08,스포츠·아웃도어 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-09,DOM-11,sports_outdoor.behavior_09,스포츠·아웃도어 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-11-BEH-10,DOM-11,sports_outdoor.behavior_10,스포츠·아웃도어 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""sports_outdoor.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-12-BEH-01,DOM-12,hobbies_creation.behavior_01,취미·창작 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-02,DOM-12,hobbies_creation.behavior_02,취미·창작 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-03,DOM-12,hobbies_creation.behavior_03,취미·창작 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-04,DOM-12,hobbies_creation.behavior_04,취미·창작 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-05,DOM-12,hobbies_creation.behavior_05,취미·창작 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-06,DOM-12,hobbies_creation.behavior_06,취미·창작 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-07,DOM-12,hobbies_creation.behavior_07,취미·창작 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-08,DOM-12,hobbies_creation.behavior_08,취미·창작 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-09,DOM-12,hobbies_creation.behavior_09,취미·창작 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-12-BEH-10,DOM-12,hobbies_creation.behavior_10,취미·창작 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""hobbies_creation.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-13-BEH-01,DOM-13,pets.behavior_01,반려동물 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-02,DOM-13,pets.behavior_02,반려동물 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-03,DOM-13,pets.behavior_03,반려동물 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-04,DOM-13,pets.behavior_04,반려동물 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-05,DOM-13,pets.behavior_05,반려동물 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-06,DOM-13,pets.behavior_06,반려동물 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-07,DOM-13,pets.behavior_07,반려동물 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-08,DOM-13,pets.behavior_08,반려동물 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-09,DOM-13,pets.behavior_09,반려동물 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-13-BEH-10,DOM-13,pets.behavior_10,반려동물 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""pets.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-14-BEH-01,DOM-14,housing_home_services.behavior_01,주거·홈서비스 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-02,DOM-14,housing_home_services.behavior_02,주거·홈서비스 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-03,DOM-14,housing_home_services.behavior_03,주거·홈서비스 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-04,DOM-14,housing_home_services.behavior_04,주거·홈서비스 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-05,DOM-14,housing_home_services.behavior_05,주거·홈서비스 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-06,DOM-14,housing_home_services.behavior_06,주거·홈서비스 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-07,DOM-14,housing_home_services.behavior_07,주거·홈서비스 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-08,DOM-14,housing_home_services.behavior_08,주거·홈서비스 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-09,DOM-14,housing_home_services.behavior_09,주거·홈서비스 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-14-BEH-10,DOM-14,housing_home_services.behavior_10,주거·홈서비스 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""housing_home_services.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-15-BEH-01,DOM-15,mobility_automotive.behavior_01,모빌리티·자동차 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-02,DOM-15,mobility_automotive.behavior_02,모빌리티·자동차 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-03,DOM-15,mobility_automotive.behavior_03,모빌리티·자동차 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-04,DOM-15,mobility_automotive.behavior_04,모빌리티·자동차 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-05,DOM-15,mobility_automotive.behavior_05,모빌리티·자동차 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-06,DOM-15,mobility_automotive.behavior_06,모빌리티·자동차 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-07,DOM-15,mobility_automotive.behavior_07,모빌리티·자동차 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-08,DOM-15,mobility_automotive.behavior_08,모빌리티·자동차 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-09,DOM-15,mobility_automotive.behavior_09,모빌리티·자동차 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-15-BEH-10,DOM-15,mobility_automotive.behavior_10,모빌리티·자동차 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""mobility_automotive.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-16-BEH-01,DOM-16,education_learning.behavior_01,교육·학습 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-02,DOM-16,education_learning.behavior_02,교육·학습 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-03,DOM-16,education_learning.behavior_03,교육·학습 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-04,DOM-16,education_learning.behavior_04,교육·학습 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-05,DOM-16,education_learning.behavior_05,교육·학습 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-06,DOM-16,education_learning.behavior_06,교육·학습 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-07,DOM-16,education_learning.behavior_07,교육·학습 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-08,DOM-16,education_learning.behavior_08,교육·학습 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-09,DOM-16,education_learning.behavior_09,교육·학습 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-16-BEH-10,DOM-16,education_learning.behavior_10,교육·학습 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""education_learning.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-17-BEH-01,DOM-17,parenting_childcare.behavior_01,양육·보육 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-02,DOM-17,parenting_childcare.behavior_02,양육·보육 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-03,DOM-17,parenting_childcare.behavior_03,양육·보육 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-04,DOM-17,parenting_childcare.behavior_04,양육·보육 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-05,DOM-17,parenting_childcare.behavior_05,양육·보육 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-06,DOM-17,parenting_childcare.behavior_06,양육·보육 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-07,DOM-17,parenting_childcare.behavior_07,양육·보육 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-08,DOM-17,parenting_childcare.behavior_08,양육·보육 가격·혜택 전환,loyalty_switching에서 '가격·혜택 전환' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.loyalty_switching"",""op"":""eq"",""value"":""가격·혜택 전환""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-09,DOM-17,parenting_childcare.behavior_09,양육·보육 프리미엄 선택 지출,spending_value에서 '프리미엄·고액' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.spending_value"",""op"":""eq"",""value"":""프리미엄·고액""}",proxy_targetable,template_not_population_estimate
DOM-17-BEH-10,DOM-17,parenting_childcare.behavior_10,양육·보육 휴면·이탈 위험,lifecycle_stage에서 '휴면·이탈' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""parenting_childcare.lifecycle_stage"",""op"":""eq"",""value"":""휴면·이탈""}",contextual_only,template_not_population_estimate
DOM-18-BEH-01,DOM-18,health_wellness_care.behavior_01,건강·웰니스·돌봄 반복 핵심 이용,frequency_intensity에서 '거의 매일' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.frequency_intensity"",""op"":""eq"",""value"":""거의 매일""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-02,DOM-18,health_wellness_care.behavior_02,건강·웰니스·돌봄 주간 정기 이용,frequency_intensity에서 '주 1–4회' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.frequency_intensity"",""op"":""eq"",""value"":""주 1–4회""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-03,DOM-18,health_wellness_care.behavior_03,건강·웰니스·돌봄 직접 검색 탐색,discovery에서 '직접 검색' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.discovery"",""op"":""eq"",""value"":""직접 검색""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-04,DOM-18,health_wellness_care.behavior_04,건강·웰니스·돌봄 추천 기반 발견,discovery에서 '알고리즘 추천' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.discovery"",""op"":""eq"",""value"":""알고리즘 추천""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-05,DOM-18,health_wellness_care.behavior_05,건강·웰니스·돌봄 가족·동료 공동결정,decision_unit에서 '가구 공동' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.decision_unit"",""op"":""eq"",""value"":""가구 공동""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-06,DOM-18,health_wellness_care.behavior_06,건강·웰니스·돌봄 플랫폼 중개 접근,acquisition_access에서 '플랫폼 중개' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.acquisition_access"",""op"":""eq"",""value"":""플랫폼 중개""}",proxy_targetable,template_not_population_estimate
DOM-18-BEH-07,DOM-18,health_wellness_care.behavior_07,건강·웰니스·돌봄 평가·공유 참여,engagement_participation에서 '평가·공유' 상태를 보이는 관측·선언 기반 행동 템플릿,"{""feature"":""health_wellness_care.engagement_participation"",""op"":""eq"",""value"":""평가·공유""}",proxy_targetable,template_not_population_estimate
